year,concept_code,concept_name_es,concept_name_en,value,unit,currency,sector_code,sector_name_es,sector_name_en,type,type_name_es,type_name_en,section,series,sector
2004,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,339136.028,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2004,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,606605.723,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2004,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1827061.827,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2005,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-234032.487,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2005,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,140122.37,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2005,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-638863.912,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2005,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,981317.979,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2006,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-138877.713,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2006,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,429458.225,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2006,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-623734.811,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2006,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1842698.874,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2007,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-63640.903,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2007,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,75109.417,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2007,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,23703.888,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2007,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,660240.913,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2008,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,129558.334,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2008,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-117612.416,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2008,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,732607.538,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2008,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-233036.235,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2009,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-422686.008,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2009,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,170306.365,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2009,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-1521936.215,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2009,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,354691.52,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2010,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,156128.622,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2010,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,694462.886,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2010,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,949953.822,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2010,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,2247947.358,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2011,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,286665.01,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2011,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,338067.633,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2011,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,2017778.05,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2011,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1881681.872,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2012,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,501142.93,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2012,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,997802.867,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2012,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1531362.226,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2012,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,3503890.901,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2013,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,183634.579,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2013,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,17983.476,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2013,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-619216.035,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2013,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-1087200.153,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2014,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,539140.083,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2014,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1035265.057,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2014,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,2306252.737,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2014,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,2554450.746,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2015,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,46487.068,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2015,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,255602.925,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2015,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1097887.653,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2015,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1826139.061,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2016,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,110593.021,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2016,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,797468.69,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2016,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1533597.863,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2016,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,2413233.284,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2017,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,172532.669,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2017,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,916561.893,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2017,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1146082.413,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2017,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1811633.839,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2018,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,259517.891,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2018,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-382557.833,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2018,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,1416909.396,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2018,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-104488.637,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2019,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-174961.105,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2019,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,207993.408,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2019,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-486610.548,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2019,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,607710.948,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
2020,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-1654712.392,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2020,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-1158615.228,millions,MXN,S.11,SNF,NFC,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,equity,non_financial_corporate
2020,F.5,Participaciones de capital y participaciones en fondos de inversión,Equity and Investment Fund Shares,-819988.952,millions,MXN,S.11,SNF,NFC,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,equity,non_financial_corporate
